id（企业代码）,区,企业性质（精简）,企业规模,企业性质,国家,省份,区域,法人代表实名认证,所属行业,供应商交付超期风险,供应质量风险,授信回款风险,工商变更信息,法院公告信息,CA办理情况
13950,江苏/南京市/秦淮区,贸易型用户,微型企业,贸易型,CHN,江苏,华东,法人代表未实名认证,电子电器,年交付未超期,无pscs质量异议发生,授信超期风险低,工商变更频次中,无法院公告,未办理CA
13951,重庆/重庆/万州区,贸易型用户,微型企业,贸易型,CHN,重庆,,法人代表已实名认证,其他电子产品零售,年交付未超期,无pscs质量异议发生,授信超期风险低,工商变更频次低,无法院公告,已办理CA
13961,,贸易型用户,小型企业,贸易型,CHN,湖北,华中,法人代表未实名认证,机械设备、五金产品及电子产品批发,年交付未超期,无pscs质量异议发生,授信超期风险低,工商变更频次高,无法院公告,未办理CA
13963,,,微型企业,,CHN,广东,南方,法人代表未实名认证,建材批发,年交付未超期,无pscs质量异议发生,授信超期风险低,工商变更频次低,无法院公告,未办理CA
13971,上海/上海/宝山区,制造型用户,中型企业,制造型,CHN,上海,华东,法人代表未实名认证,其他未列明批发业,年交付超期率高,无pscs质量异议发生,授信超期风险低,工商变更频次高,无法院公告,已办理CA
13972,河南/焦作市/中站区,制造型用户,中型企业,制造型,CHN,河南,华中,法人代表已实名认证,采矿、冶金、建筑专用设备制造,年交付未超期,无pscs质量异议发生,授信超期风险低,工商变更频次高,法院公告数低,已办理CA
13976,,贸易型用户,小型企业,贸易型,CHN,河北,北方,法人代表未实名认证,五金产品批发,年交付未超期,无pscs质量异议发生,授信超期风险低,工商变更频次高,无法院公告,已办理CA
13979,山西/晋城市/高平市,,微型企业,,CHN,山西,,法人代表未实名认证,批发业,年交付未超期,无pscs质量异议发生,授信超期风险低,工商变更频次低,无法院公告,未办理CA
13982,安徽/马鞍山市/其他,制造型用户,微型企业,生产加工型,CHN,安徽,华东,法人代表已实名认证,其他建筑安装,年交付未超期,无pscs质量异议发生,授信超期风险低,工商变更频次低,无法院公告,未办理CA
13993,湖北/武汉市/青山区,制造型用户,小型企业,生产加工型,,湖北,华中,法人代表未实名认证,食品饮料烟草,年交付未超期,无pscs质量异议发生,授信超期风险低,工商变更频次高,无法院公告,未办理CA
14000,江西/宜春市/丰城市,制造型用户,超大型企业,生产加工型,CHN,江西,华中,法人代表未实名认证,其他,年交付未超期,无pscs质量异议发生,授信超期风险低,工商变更频次低,无法院公告,已办理CA
14007,广东/佛山市/顺德区,,微型企业,,CHN,广东,南方,法人代表已实名认证,贸易经纪与代理,年交付未超期,无pscs质量异议发生,授信超期风险低,工商变更频次低,无法院公告,未办理CA
14015,天津//其他,贸易型用户,中型企业,贸易型,CHN,天津,北方,法人代表未实名认证,其他,年交付未超期,无pscs质量异议发生,授信超期风险低,工商变更频次高,无法院公告,未办理CA
14023,,制造型用户,小型企业,贸易型,CHN,黑龙江,,法人代表未实名认证,玻璃仪器制造,年交付未超期,无pscs质量异议发生,授信超期风险低,工商变更频次高,无法院公告,未办理CA
14030,四川/德阳市/旌阳区,制造型用户,小型企业,制造型,CHN,四川,西部,法人代表未实名认证,冶金建材,年交付未超期,无pscs质量异议发生,授信超期风险低,工商变更频次高,无法院公告,已办理CA
14034,河北/邢台市/临西县,,微型企业,,CHN,河北,北方,法人代表未实名认证,机械设备,年交付未超期,无pscs质量异议发生,授信超期风险低,工商变更频次低,无法院公告,未办理CA
14038,,贸易型用户,小型企业,产品代理型,CHN,浙江,华东,法人代表未实名认证,其他机械设备及电子产品批发,年交付未超期,无pscs质量异议发生,授信超期风险低,工商变更频次中,无法院公告,已办理CA
14040,安徽/马鞍山市/其他,服务型用户,超大型企业,服务型,CHN,安徽,华东,法人代表已实名认证,其他未列明信息技术服务业,年交付未超期,无pscs质量异议发生,授信超期风险低,工商变更频次高,无法院公告,已办理CA
14051,山西/长治市/长治,贸易型用户,小型企业,贸易型,CHN,山西,北方,法人代表已实名认证,建材批发,年交付未超期,无pscs质量异议发生,授信超期风险低,工商变更频次低,无法院公告,未办理CA
14076,江苏/扬州市/其他,制造型用户,小型企业,制造型,CHN,江苏,华东,法人代表未实名认证,专用设备制造业,年交付未超期,无pscs质量异议发生,授信超期风险低,工商变更频次低,无法院公告,未办理CA
14079,上海/上海/宝山区,制造型用户,中型企业,制造型,CHN,上海,华东,法人代表未实名认证,其他通用设备制造业,年交付未超期,无pscs质量异议发生,授信超期风险低,工商变更频次高,无法院公告,已办理CA
14086,云南/昆明市/中国（云南）自由贸易试验区昆明片区,,微型企业,,CHN,云南,西部,法人代表未实名认证,机械设备,年交付未超期,无pscs质量异议发生,授信超期风险低,工商变更频次低,无法院公告,未办理CA
14095,,,微型企业,,CHN,河北,北方,法人代表未实名认证,金属及金属矿批发,年交付未超期,无pscs质量异议发生,授信超期风险低,工商变更频次低,无法院公告,未办理CA
14111,山东/青岛市/其他,贸易型用户,小型企业,贸易型,CHN,山东,北方,法人代表未实名认证,冶金建材,年交付未超期,无pscs质量异议发生,授信超期风险低,工商变更频次低,无法院公告,未办理CA
14113,安徽/马鞍山市/花山区,制造型用户,微型企业,制造型,CHN,安徽,华东,法人代表已实名认证,机械设备,年交付未超期,无pscs质量异议发生,授信超期风险低,工商变更频次低,无法院公告,未办理CA
14121,广东/广州市/南沙区,贸易型用户,小型企业,贸易型,CHN,广东,南方,法人代表已实名认证,科研技术,年交付未超期,无pscs质量异议发生,授信超期风险低,工商变更频次高,无法院公告,已办理CA
14129,上海/上海/静安区,贸易型用户,中型企业,贸易型,CHN,上海,华东,法人代表未实名认证,物流运输,年交付未超期,无pscs质量异议发生,授信超期风险低,工商变更频次低,无法院公告,未办理CA
14133,山西/晋城市/其他,,小型企业,,CHN,山西,北方,法人代表已实名认证,其他,年交付未超期,无pscs质量异议发生,授信超期风险低,工商变更频次低,无法院公告,未办理CA
14144,北京/北京/丰台区,贸易型用户,小型企业,产品代理型,CHN,北京,北方,法人代表已实名认证,其他机械设备及电子产品批发,年交付未超期,无pscs质量异议发生,授信超期风险低,工商变更频次高,无法院公告,已办理CA
14145,,制造型用户,小型企业,生产加工型,CHN,辽宁,东北,法人代表未实名认证,其他,年交付未超期,无pscs质量异议发生,授信超期风险低,工商变更频次高,无法院公告,未办理CA
14148,,制造型用户,超大型企业,制造型,CHN,山东,北方,法人代表已实名认证,其他物料搬运设备制造,年交付未超期,无pscs质量异议发生,授信超期风险低,工商变更频次高,法院公告数高,未办理CA
14156,江苏/无锡市/惠山区,制造型用户,小型企业,生产加工型,CHN,江苏,华东,法人代表已实名认证,机械设备,年交付未超期,无pscs质量异议发生,授信超期风险低,工商变更频次中,无法院公告,未办理CA
14162,上海/上海/崇明区,服务型用户,中型企业,服务型,CHN,上海,华东,法人代表已实名认证,房屋建筑业,年交付未超期,无pscs质量异议发生,授信超期风险低,工商变更频次中,无法院公告,未办理CA
14187,山西/晋城市/城区,贸易型用户,小型企业,贸易型,CHN,山西,北方,法人代表已实名认证,建筑工程,年交付未超期,无pscs质量异议发生,授信超期风险低,工商变更频次低,无法院公告,未办理CA
14189,,服务型用户,小型企业,服务型,CHN,湖北,华中,法人代表未实名认证,建筑工程,年交付未超期,无pscs质量异议发生,授信超期风险低,工商变更频次中,无法院公告,未办理CA
14190,福建/宁德市/福安市,,大型企业,,CHN,福建,南方,法人代表已实名认证,冶金建材,年交付未超期,无pscs质量异议发生,授信超期风险低,工商变更频次低,无法院公告,未办理CA
14210,新疆/乌鲁木齐市/沙依巴克区,服务型用户,微型企业,服务型,,新疆,西部,法人代表未实名认证,商务服务,年交付未超期,无pscs质量异议发生,授信超期风险低,工商变更频次高,无法院公告,未办理CA
14294,上海/上海/宝山区,制造型用户,小型企业,制造型,CHN,上海,华东,法人代表未实名认证,机械设备,年交付未超期,无pscs质量异议发生,授信超期风险低,工商变更频次高,无法院公告,已办理CA
14307,湖北/武汉市/江夏区,,微型企业,,CHN,湖北,华中,法人代表已实名认证,园林绿化工程施工,年交付未超期,无pscs质量异议发生,授信超期风险低,工商变更频次低,无法院公告,未办理CA
14309,,制造型用户,中型企业,制造型,CHN,河北,北方,法人代表未实名认证,泵及真空设备制造,年交付未超期,无pscs质量异议发生,授信超期风险低,工商变更频次高,法院公告数中,已办理CA
14316,山东/威海市/其他,贸易型用户,微型企业,产品代理型,CHN,山东,北方,法人代表已实名认证,商业贸易,年交付未超期,无pscs质量异议发生,授信超期风险低,工商变更频次低,无法院公告,未办理CA
14335,,贸易型用户,小型企业,产品代理型,CHN,重庆,西部,法人代表未实名认证,计算机、软件及辅助设备批发,年交付未超期,无pscs质量异议发生,授信超期风险低,工商变更频次中,无法院公告,未办理CA
14345,河北/秦皇岛市/卢龙县,制造型用户,中型企业,生产加工型,CHN,河北,北方,法人代表已实名认证,其他未列明通用设备制造业,年交付未超期,无pscs质量异议发生,授信超期风险低,工商变更频次高,法院公告数中,已办理CA
14356,,贸易型用户,小型企业,贸易型,CHN,安徽,华东,法人代表未实名认证,社会人文科学研究,年交付未超期,无pscs质量异议发生,授信超期风险低,工商变更频次低,无法院公告,未办理CA
14362,安徽/马鞍山市/花山区,贸易型用户,小型企业,贸易型,,安徽,华东,法人代表已实名认证,冶金建材,年交付未超期,无pscs质量异议发生,授信超期风险低,工商变更频次中,无法院公告,已办理CA
14364,河南/新乡市/长垣市,贸易型用户,微型企业,产品代理型,,河南,,法人代表未实名认证,批发业,年交付未超期,无pscs质量异议发生,授信超期风险低,工商变更频次低,无法院公告,未办理CA
14374,山东/济南市/济南高新技术产业开发区,制造型用户,大型企业,制造型,CHN,山东,北方,法人代表已实名认证,机械设备,年交付未超期,无pscs质量异议发生,授信超期风险低,工商变更频次高,法院公告数高,已办理CA
